iter	Accuracy	Logloss
876	0.9973579921	0.03332030043
877	0.9973579921	0.03329705855
878	0.9973579921	0.03327667823
879	0.9973579921	0.03327658547
880	0.9973579921	0.03327590069
881	0.9973579921	0.03327586937
882	0.9973579921	0.03325246998
883	0.9973579921	0.03324072724
884	0.9973579921	0.03312231999
885	0.9973579921	0.03311832542
886	0.9973579921	0.03305122948
887	0.9973579921	0.03302476905
888	0.9973579921	0.03302471611
889	0.9973579921	0.03293508389
890	0.9973579921	0.03289041871
891	0.9973579921	0.03289039321
892	0.9973579921	0.03286530559
893	0.9973579921	0.03264106189
894	0.9973579921	0.03263230443
895	0.9973579921	0.03255675528
896	0.9973579921	0.03255672597
897	0.9973579921	0.03255665779
898	0.9973579921	0.03254246726
899	0.9973579921	0.03251257063
900	0.9973579921	0.03243841697
901	0.9973579921	0.03242063098
902	0.9973579921	0.03239844426
903	0.9973579921	0.03228929473
904	0.9973579921	0.03193191213
905	0.9973579921	0.03185188565
906	0.9973579921	0.03183766494
907	0.9973579921	0.03182666162
908	0.9973579921	0.03178681561
909	0.9973579921	0.03178327205
910	0.9973579921	0.03178313834
911	0.9973579921	0.03172524731
912	0.9973579921	0.03161308192
913	0.9973579921	0.03139382555
914	0.9973579921	0.03139310022
915	0.9973579921	0.0313614492
916	0.9973579921	0.03134013157
917	0.9973579921	0.03133993474
918	0.9973579921	0.03126880412
919	0.9973579921	0.03124542512
920	0.9973579921	0.03124537573
921	0.9973579921	0.03124493152
922	0.9973579921	0.03124490726
923	0.9973579921	0.03116513224
924	0.9973579921	0.03116506541
925	0.9973579921	0.03116506333
926	0.9973579921	0.03115629866
927	0.9973579921	0.03115626695
928	0.9973579921	0.03113884303
929	0.9973579921	0.03111689553
930	0.9973579921	0.03111645404
931	0.9973579921	0.03111641802
932	0.9973579921	0.0311162286
933	0.9973579921	0.03110906671
934	0.9973579921	0.03101721265
935	0.9973579921	0.03100382882
936	0.9973579921	0.03100327715
937	0.9973579921	0.03099691098
938	0.9973579921	0.03099682592
939	0.9973579921	0.03099660162
940	0.9973579921	0.03099269102
941	0.9973579921	0.03098851926
942	0.9973579921	0.03098833484
943	0.9973579921	0.03098723899
944	0.9973579921	0.03098723899
945	0.9973579921	0.03098636554
946	0.9973579921	0.03098635705
947	0.9973579921	0.03098630255
948	0.9973579921	0.03098619463
949	0.9973579921	0.03098613019
950	0.9973579921	0.03098540376
951	0.9973579921	0.03098179988
952	0.9973579921	0.03098164062
953	0.9973579921	0.03097934736
954	0.9973579921	0.03097885887
955	0.9973579921	0.03095962106
956	0.9973579921	0.03095751489
957	0.9973579921	0.03095254391
958	0.9973579921	0.030952534
959	0.9973579921	0.03087083732
960	0.9973579921	0.03087083234
961	0.9973579921	0.03079133628
962	0.9973579921	0.03079128703
963	0.9973579921	0.03079124545
964	0.9973579921	0.03079123533
965	0.9973579921	0.03079120904
966	0.9973579921	0.03079118927
967	0.9973579921	0.03078960897
968	0.9973579921	0.03078960522
969	0.9973579921	0.03078951985
970	0.9973579921	0.03078950599
971	0.9973579921	0.03078945777
972	0.9973579921	0.03078772958
973	0.9973579921	0.03077119936
974	0.9973579921	0.0307710056
975	0.9973579921	0.03077098794
976	0.9973579921	0.03077096507
977	0.9973579921	0.03077091395
978	0.9973579921	0.0307709114
979	0.9973579921	0.03077087955
980	0.9973579921	0.03077077676
981	0.9973579921	0.03077070425
982	0.9973579921	0.03076531924
983	0.9973579921	0.0307641365
984	0.9973579921	0.03076403996
985	0.9973579921	0.03075688901
986	0.9973579921	0.03075681228
987	0.9973579921	0.03075680687
988	0.9973579921	0.03075680607
989	0.9973579921	0.03075680353
990	0.9973579921	0.03075680322
991	0.9973579921	0.03075280547
992	0.9973579921	0.03075276512
993	0.9973579921	0.03075276102
994	0.9973579921	0.03075130859
995	0.9973579921	0.03074849955
996	0.9973579921	0.03074846418
997	0.9973579921	0.03074842118
998	0.9973579921	0.03074838586
999	0.9973579921	0.03074836277
